longitude,latitude,dir,dirCat,speed
-8.125,47.625,265,270,3.31
-7.875,47.625,261,255,3.53
-7.625,47.625,257,255,3.73
-7.375,47.625,254,255,3.89
-7.125,47.625,251,255,4.04
-6.875,47.625,248,255,4.20
-6.625,47.625,245,240,4.34
-6.375,47.625,243,240,4.45
-6.125,47.625,241,240,4.55
-5.875,47.625,239,240,4.65
-5.625,47.625,238,240,4.68
-5.375,47.625,237,240,4.64
-5.125,47.625,236,240,4.60
-4.875,47.625,235,240,4.57
-4.625,47.625,234,240,4.54
-4.375,47.625,234,240,4.53
-4.125,47.625,233,240,4.54
-3.875,47.625,232,225,4.55
-3.625,47.625,231,225,4.05
-3.375,47.625,231,225,3.54
-3.125,47.625,230,225,3.52
-2.875,47.625,229,225,3.46
-2.625,47.625,230,225,3.00
-2.375,47.625,232,225,2.54
-2.125,47.625,232,225,2.47
-1.875,47.625,233,240,2.41
-1.625,47.625,235,240,2.35
-1.375,47.625,236,240,2.29
-1.125,47.625,237,240,2.23
-0.875,47.625,238,240,2.21
-0.625,47.625,239,240,2.22
-0.375,47.625,241,240,2.24
-0.125,47.625,242,240,2.26
0.125,47.875,239,240,2.18
0.375,47.875,238,240,2.19
0.625,47.875,238,240,2.20
0.875,47.875,237,240,2.21
1.125,47.875,236,240,2.23
1.375,47.875,235,240,2.25
1.625,47.875,233,240,2.27
1.875,47.875,232,225,2.29
2.125,47.875,230,225,2.28
2.375,47.875,228,225,2.25
2.625,47.875,226,225,2.23
2.875,47.875,224,225,2.22
3.125,47.875,222,225,2.26
3.375,47.875,220,225,2.33
3.625,47.875,218,225,2.39
3.875,47.875,216,210,2.43
4.125,47.875,214,210,2.42
4.375,47.875,212,210,2.40
4.625,47.875,210,210,2.38
4.875,47.875,208,210,2.38
5.125,47.875,207,210,2.42
5.375,47.875,206,210,2.47
5.625,47.875,206,210,2.53
5.875,47.875,205,210,2.48
6.125,47.875,204,210,2.34
6.375,47.875,204,210,2.18
6.625,47.875,203,210,2.06
6.875,47.875,201,195,2.15
7.125,47.875,199,195,2.44
7.375,47.875,197,195,2.73
7.625,47.875,196,195,2.94
7.875,47.875,195,195,2.91
8.125,47.875,194,195,2.69
8.375,47.875,192,195,2.49
8.625,47.875,190,195,2.30
8.875,47.875,188,195,2.15
9.125,47.875,185,180,2.02
9.375,47.875,181,180,1.90
9.625,47.875,176,180,1.80
9.875,47.875,169,165,1.75
-9.875,47.875,340,345,2.10
-9.625,47.875,330,330,2.02
-9.375,47.875,319,315,2.00
-9.125,47.875,309,315,2.04
-8.875,47.875,299,300,2.14
-8.625,47.875,290,285,2.28
-8.375,47.875,282,285,2.44
-8.125,47.875,274,270,2.62
-7.875,47.875,268,270,2.85
-7.625,47.875,263,270,3.08
-7.375,47.875,258,255,3.27
-7.125,47.875,254,255,3.47
-6.875,47.875,250,255,3.69
-6.625,47.875,247,240,3.87
-6.375,47.875,245,240,4.01
-6.125,47.875,242,240,4.16
-5.875,47.875,240,240,4.29
-5.625,47.875,239,240,4.32
-5.375,47.875,238,240,4.24
-5.125,47.875,237,240,4.16
-4.875,47.875,236,240,4.09
-4.625,47.875,236,240,3.72
-4.375,47.875,235,240,3.31
-4.125,47.875,235,240,3.19
-3.875,47.875,234,240,3.16
-3.625,47.875,234,240,2.68
-3.375,47.875,234,240,2.23
-3.125,47.875,232,225,2.25
-2.875,47.875,231,225,2.25
-2.625,47.875,231,225,2.22
-2.375,47.875,232,225,2.18
-2.125,47.875,232,225,2.15
-1.875,47.875,233,240,2.13
-1.625,47.875,234,240,2.14
-1.375,47.875,236,240,2.15
-1.125,47.875,236,240,2.18
-0.875,47.875,237,240,2.18
-0.625,47.875,238,240,2.18
-0.375,47.875,239,240,2.18
-0.125,47.875,239,240,2.18
0.125,48.125,238,240,2.11
0.375,48.125,237,240,2.13
0.625,48.125,236,240,2.16
0.875,48.125,235,240,2.18
1.125,48.125,234,240,2.20
1.375,48.125,233,240,2.21
1.625,48.125,232,225,2.22
1.875,48.125,230,225,2.22
2.125,48.125,229,225,2.22
2.375,48.125,227,225,2.20
2.625,48.125,225,225,2.19
2.875,48.125,223,225,2.20
3.125,48.125,221,225,2.23
3.375,48.125,220,225,2.29
3.625,48.125,218,225,2.35
3.875,48.125,216,210,2.37
4.125,48.125,214,210,2.34
4.375,48.125,212,210,2.29
4.625,48.125,210,210,2.24
4.875,48.125,208,210,2.23
5.125,48.125,206,210,2.27
5.375,48.125,204,210,2.33
5.625,48.125,203,210,2.39
5.875,48.125,201,195,2.36
6.125,48.125,200,195,2.25
6.375,48.125,197,195,2.14
6.625,48.125,195,195,2.05
6.875,48.125,192,195,2.20
7.125,48.125,190,195,2.51
7.375,48.125,189,195,2.79
7.625,48.125,189,195,3.00
7.875,48.125,188,195,2.94
8.125,48.125,186,180,2.72
8.375,48.125,185,180,2.51
8.625,48.125,182,180,2.33
8.875,48.125,179,180,2.20
9.125,48.125,175,180,2.07
9.375,48.125,171,165,1.93
9.625,48.125,165,165,1.83
9.875,48.125,158,165,1.79
-9.875,48.125,1,0,2.54
-9.625,48.125,354,360,2.33
-9.375,48.125,346,345,2.15
-9.125,48.125,337,330,2.02
-8.875,48.125,326,330,1.94
-8.625,48.125,315,315,1.92
-8.375,48.125,303,300,1.93
-8.125,48.125,292,285,2.01
-7.875,48.125,281,285,2.17
-7.625,48.125,273,270,2.36
-7.375,48.125,266,270,2.56
-7.125,48.125,260,255,2.77
-6.875,48.125,255,255,3.01
-6.625,48.125,251,255,3.23
-6.375,48.125,248,255,3.41
-6.125,48.125,245,240,3.59
-5.875,48.125,242,240,3.76
-5.625,48.125,241,240,3.82
-5.375,48.125,240,240,3.76
-5.125,48.125,239,240,3.70
-4.875,48.125,238,240,3.62
-4.625,48.125,238,240,3.20
-4.375,48.125,238,240,2.48
-4.125,48.125,237,240,2.05
-3.875,48.125,237,240,1.96
-3.625,48.125,236,240,1.96
-3.375,48.125,234,240,1.99
-3.125,48.125,232,225,2.01
-2.875,48.125,230,225,2.02
-2.625,48.125,230,225,2.00
-2.375,48.125,231,225,1.97
-2.125,48.125,231,225,1.94
-1.875,48.125,233,240,1.94
-1.625,48.125,234,240,1.98
-1.375,48.125,235,240,2.04
-1.125,48.125,236,240,2.10
-0.875,48.125,237,240,2.13
-0.625,48.125,237,240,2.13
-0.375,48.125,238,240,2.12
-0.125,48.125,238,240,2.11
0.125,48.375,239,240,2.07
0.375,48.375,237,240,2.09
0.625,48.375,236,240,2.12
0.875,48.375,235,240,2.15
1.125,48.375,233,240,2.16
1.375,48.375,232,225,2.14
1.625,48.375,231,225,2.12
1.875,48.375,229,225,2.11
2.125,48.375,228,225,2.11
2.375,48.375,226,225,2.12
2.625,48.375,225,225,2.13
2.875,48.375,223,225,2.14
3.125,48.375,221,225,2.18
3.375,48.375,220,225,2.22
3.625,48.375,218,225,2.26
3.875,48.375,216,210,2.29
4.125,48.375,214,210,2.27
4.375,48.375,212,210,2.23
4.625,48.375,209,210,2.19
4.875,48.375,207,210,2.18
5.125,48.375,204,210,2.22
5.375,48.375,202,195,2.27
5.625,48.375,200,195,2.32
5.875,48.375,198,195,2.32
6.125,48.375,195,195,2.29
6.375,48.375,190,195,2.29
6.625,48.375,186,180,2.32
6.875,48.375,183,180,2.51
7.125,48.375,182,180,2.73
7.375,48.375,181,180,2.84
7.625,48.375,181,180,2.90
7.875,48.375,180,180,2.79
8.125,48.375,178,180,2.62
8.375,48.375,175,180,2.51
8.625,48.375,173,180,2.42
8.875,48.375,169,165,2.36
9.125,48.375,165,165,2.28
9.375,48.375,160,165,2.16
9.625,48.375,154,150,2.07
9.875,48.375,147,150,2.03
-9.875,48.375,13,15,3.13
-9.625,48.375,9,15,2.87
-9.375,48.375,5,0,2.63
-9.125,48.375,360,360,2.39
-8.875,48.375,353,360,2.18
-8.625,48.375,344,345,1.98
-8.375,48.375,334,330,1.80
-8.125,48.375,322,315,1.68
-7.875,48.375,309,315,1.64
-7.625,48.375,295,300,1.68
-7.375,48.375,284,285,1.78
-7.125,48.375,273,270,1.94
-6.875,48.375,265,270,2.15
-6.625,48.375,259,255,2.38
-6.375,48.375,254,255,2.60
-6.125,48.375,250,255,2.81
-5.875,48.375,247,240,3.02
-5.625,48.375,245,240,3.14
-5.375,48.375,244,240,3.18
-5.125,48.375,243,240,3.22
-4.875,48.375,242,240,3.17
-4.625,48.375,242,240,2.94
-4.375,48.375,241,240,2.45
-4.125,48.375,240,240,2.04
-3.875,48.375,239,240,1.95
-3.625,48.375,237,240,1.93
-3.375,48.375,235,240,1.94
-3.125,48.375,232,225,1.95
-2.875,48.375,231,225,1.96
-2.625,48.375,231,225,1.94
-2.375,48.375,231,225,1.92
-2.125,48.375,232,225,1.90
-1.875,48.375,234,240,1.89
-1.625,48.375,236,240,1.91
-1.375,48.375,238,240,1.95
-1.125,48.375,239,240,1.99
-0.875,48.375,239,240,2.02
-0.625,48.375,239,240,2.04
-0.375,48.375,239,240,2.05
-0.125,48.375,239,240,2.06
0.125,48.625,241,240,2.02
0.375,48.625,239,240,2.05
0.625,48.625,237,240,2.07
0.875,48.625,235,240,2.11
1.125,48.625,233,240,2.11
1.375,48.625,231,225,2.07
1.625,48.625,230,225,2.03
1.875,48.625,228,225,1.98
2.125,48.625,226,225,1.98
2.375,48.625,225,225,2.01
2.625,48.625,224,225,2.04
2.875,48.625,223,225,2.07
3.125,48.625,221,225,2.10
3.375,48.625,219,225,2.13
3.625,48.625,218,225,2.16
3.875,48.625,216,210,2.19
4.125,48.625,214,210,2.19
4.375,48.625,211,210,2.17
4.625,48.625,208,210,2.16
4.875,48.625,206,210,2.16
5.125,48.625,203,210,2.19
5.375,48.625,200,195,2.24
5.625,48.625,197,195,2.29
5.875,48.625,195,195,2.32
6.125,48.625,190,195,2.39
6.375,48.625,185,180,2.54
6.625,48.625,180,180,2.71
6.875,48.625,176,180,2.95
7.125,48.625,174,180,3.05
7.375,48.625,173,180,2.95
7.625,48.625,172,165,2.83
7.875,48.625,171,165,2.66
8.125,48.625,168,165,2.56
8.375,48.625,166,165,2.57
8.625,48.625,163,165,2.59
8.875,48.625,160,165,2.63
9.125,48.625,156,150,2.59
9.375,48.625,151,150,2.49
9.625,48.625,145,150,2.43
9.875,48.625,139,135,2.40
-9.875,48.625,21,15,3.79
-9.625,48.625,19,15,3.54
-9.375,48.625,17,15,3.28
-9.125,48.625,14,15,3.03
-8.875,48.625,11,15,2.77
-8.625,48.625,7,0,2.48
-8.375,48.625,2,0,2.20
-8.125,48.625,356,360,1.95
-7.875,48.625,347,345,1.71
-7.625,48.625,335,330,1.50
-7.375,48.625,321,315,1.38
-7.125,48.625,305,300,1.34
-6.875,48.625,290,285,1.42
-6.625,48.625,277,270,1.59
-6.375,48.625,268,270,1.81
-6.125,48.625,261,255,2.05
-5.875,48.625,256,255,2.28
-5.625,48.625,253,255,2.46
-5.375,48.625,251,255,2.62
-5.125,48.625,249,255,2.78
-4.875,48.625,248,255,2.80
-4.625,48.625,248,255,2.61
-4.375,48.625,248,255,2.40
-4.125,48.625,248,255,2.27
-3.875,48.625,247,240,2.18
-3.625,48.625,244,240,2.12
-3.375,48.625,241,240,2.08
-3.125,48.625,239,240,2.08
-2.875,48.625,239,240,2.09
-2.625,48.625,238,240,2.10
-2.375,48.625,238,240,2.11
-2.125,48.625,238,240,2.12
-1.875,48.625,239,240,2.12
-1.625,48.625,240,240,1.99
-1.375,48.625,242,240,1.87
-1.125,48.625,242,240,1.86
-0.875,48.625,242,240,1.88
-0.625,48.625,242,240,1.92
-0.375,48.625,242,240,1.95
-0.125,48.625,242,240,1.99
0.125,48.875,242,240,1.90
0.375,48.875,240,240,1.95
0.625,48.875,239,240,1.99
0.875,48.875,237,240,2.04
1.125,48.875,235,240,2.06
1.375,48.875,234,240,2.07
1.625,48.875,232,225,2.07
1.875,48.875,230,225,2.08
2.125,48.875,228,225,2.07
2.375,48.875,226,225,2.06
2.625,48.875,225,225,2.05
2.875,48.875,223,225,2.04
3.125,48.875,221,225,2.04
3.375,48.875,219,225,2.05
3.625,48.875,218,225,2.07
3.875,48.875,216,210,2.09
4.125,48.875,213,210,2.10
4.375,48.875,210,210,2.10
4.625,48.875,207,210,2.10
4.875,48.875,204,210,2.11
5.125,48.875,201,195,2.13
5.375,48.875,198,195,2.17
5.625,48.875,195,195,2.21
5.875,48.875,192,195,2.26
6.125,48.875,187,180,2.36
6.375,48.875,182,180,2.53
6.625,48.875,177,180,2.74
6.875,48.875,173,180,2.96
7.125,48.875,170,165,3.00
7.375,48.875,169,165,2.84
7.625,48.875,166,165,2.69
7.875,48.875,164,165,2.54
8.125,48.875,162,165,2.49
8.375,48.875,159,165,2.54
8.625,48.875,157,150,2.60
8.875,48.875,155,150,2.65
9.125,48.875,152,150,2.64
9.375,48.875,147,150,2.57
9.625,48.875,141,135,2.53
9.875,48.875,136,135,2.51
-9.875,48.875,26,30,4.39
-9.625,48.875,25,30,4.16
-9.375,48.875,24,30,3.93
-9.125,48.875,23,30,3.70
-8.875,48.875,21,15,3.44
-8.625,48.875,20,15,3.15
-8.375,48.875,17,15,2.87
-8.125,48.875,14,15,2.60
-7.875,48.875,11,15,2.30
-7.625,48.875,5,0,2.00
-7.375,48.875,358,360,1.71
-7.125,48.875,349,345,1.47
-6.875,48.875,336,330,1.28
-6.625,48.875,319,315,1.19
-6.375,48.875,301,300,1.21
-6.125,48.875,286,285,1.34
-5.875,48.875,276,270,1.51
-5.625,48.875,269,270,1.68
-5.375,48.875,264,270,1.87
-5.125,48.875,259,255,2.07
-4.875,48.875,257,255,2.16
-4.625,48.875,256,255,2.14
-4.375,48.875,256,255,2.12
-4.125,48.875,255,255,2.09
-3.875,48.875,254,255,2.06
-3.625,48.875,251,255,2.00
-3.375,48.875,248,255,1.95
-3.125,48.875,246,240,1.95
-2.875,48.875,245,240,1.97
-2.625,48.875,244,240,1.99
-2.375,48.875,244,240,2.02
-2.125,48.875,243,240,2.05
-1.875,48.875,242,240,2.03
-1.625,48.875,243,240,1.87
-1.375,48.875,245,240,1.72
-1.125,48.875,245,240,1.70
-0.875,48.875,244,240,1.71
-0.625,48.875,244,240,1.76
-0.375,48.875,244,240,1.81
-0.125,48.875,243,240,1.86
0.125,49.125,245,240,1.68
0.375,49.125,244,240,1.80
0.625,49.125,243,240,1.88
0.875,49.125,243,240,1.96
1.125,49.125,242,240,2.05
1.375,49.125,239,240,2.16
1.625,49.125,236,240,2.28
1.875,49.125,234,240,2.40
2.125,49.125,232,225,2.41
2.375,49.125,230,225,2.29
2.625,49.125,228,225,2.17
2.875,49.125,225,225,2.06
3.125,49.125,222,225,2.00
3.375,49.125,220,225,1.99
3.625,49.125,217,210,1.99
3.875,49.125,215,210,2.00
4.125,49.125,212,210,2.00
4.375,49.125,209,210,2.01
4.625,49.125,206,210,2.02
4.875,49.125,203,210,2.03
5.125,49.125,199,195,2.04
5.375,49.125,196,195,2.06
5.625,49.125,193,195,2.08
5.875,49.125,190,195,2.10
6.125,49.125,186,180,2.15
6.375,49.125,181,180,2.24
6.625,49.125,176,180,2.34
6.875,49.125,172,165,2.46
7.125,49.125,169,165,2.50
7.375,49.125,166,165,2.44
7.625,49.125,163,165,2.40
7.875,49.125,160,165,2.36
8.125,49.125,157,150,2.34
8.375,49.125,156,150,2.35
8.625,49.125,154,150,2.36
8.875,49.125,152,150,2.36
9.125,49.125,149,150,2.35
9.375,49.125,145,150,2.32
9.625,49.125,140,135,2.31
9.875,49.125,136,135,2.31
-9.875,49.125,29,30,4.88
-9.625,49.125,28,30,4.69
-9.375,49.125,28,30,4.49
-9.125,49.125,28,30,4.30
-8.875,49.125,27,30,4.08
-8.625,49.125,27,30,3.83
-8.375,49.125,25,30,3.59
-8.125,49.125,24,30,3.34
-7.875,49.125,23,30,3.07
-7.625,49.125,20,15,2.77
-7.375,49.125,17,15,2.48
-7.125,49.125,14,15,2.20
-6.875,49.125,9,15,1.92
-6.625,49.125,3,0,1.65
-6.375,49.125,353,360,1.42
-6.125,49.125,341,345,1.24
-5.875,49.125,328,330,1.14
-5.625,49.125,314,315,1.10
-5.375,49.125,300,300,1.12
-5.125,49.125,287,285,1.21
-4.875,49.125,280,285,1.27
-4.625,49.125,275,270,1.28
-4.375,49.125,271,270,1.30
-4.125,49.125,267,270,1.33
-3.875,49.125,263,270,1.34
-3.625,49.125,258,255,1.33
-3.375,49.125,254,255,1.33
-3.125,49.125,250,255,1.34
-2.875,49.125,247,240,1.36
-2.625,49.125,246,240,1.39
-2.375,49.125,245,240,1.42
-2.125,49.125,243,240,1.45
-1.875,49.125,242,240,1.40
-1.625,49.125,244,240,1.39
-1.375,49.125,245,240,1.46
-1.125,49.125,245,240,1.47
-0.875,49.125,245,240,1.49
-0.625,49.125,245,240,1.52
-0.375,49.125,245,240,1.56
-0.125,49.125,245,240,1.60
0.125,49.375,252,255,1.21
0.375,49.375,250,255,1.62
0.625,49.375,250,255,1.80
0.875,49.375,250,255,1.92
1.125,49.375,247,240,2.07
1.375,49.375,244,240,2.27
1.625,49.375,240,240,2.48
1.875,49.375,238,240,2.69
2.125,49.375,236,240,2.69
2.375,49.375,233,240,2.48
2.625,49.375,231,225,2.28
2.875,49.375,227,225,2.08
3.125,49.375,224,225,1.96
3.375,49.375,221,225,1.94
3.625,49.375,217,210,1.92
3.875,49.375,214,210,1.92
4.125,49.375,210,210,1.92
4.375,49.375,207,210,1.93
4.625,49.375,204,210,1.94
4.875,49.375,200,195,1.95
5.125,49.375,197,195,1.96
5.375,49.375,193,195,1.96
5.625,49.375,190,195,1.95
5.875,49.375,186,180,1.95
6.125,49.375,183,180,1.94
6.375,49.375,179,180,1.93
6.625,49.375,174,180,1.93
6.875,49.375,170,165,1.95
7.125,49.375,166,165,1.99
7.375,49.375,162,165,2.05
7.625,49.375,158,165,2.12
7.875,49.375,155,150,2.19
8.125,49.375,152,150,2.21
8.375,49.375,151,150,2.17
8.625,49.375,149,150,2.12
8.875,49.375,147,150,2.08
9.125,49.375,145,150,2.06
9.375,49.375,142,135,2.07
9.625,49.375,139,135,2.08
9.875,49.375,136,135,2.10
-9.875,49.375,31,30,5.37
-9.625,49.375,31,30,5.21
-9.375,49.375,32,30,5.06
-9.125,49.375,32,30,4.90
-8.875,49.375,32,30,4.72
-8.625,49.375,31,30,4.53
-8.375,49.375,31,30,4.33
-8.125,49.375,30,30,4.13
-7.875,49.375,30,30,3.90
-7.625,49.375,28,30,3.63
-7.375,49.375,27,30,3.38
-7.125,49.375,25,30,3.12
-6.875,49.375,23,30,2.85
-6.625,49.375,21,15,2.58
-6.375,49.375,18,15,2.31
-6.125,49.375,14,15,2.05
-5.875,49.375,9,15,1.80
-5.625,49.375,4,0,1.55
-5.375,49.375,356,360,1.32
-5.125,49.375,345,345,1.13
-4.875,49.375,335,330,0.98
-4.625,49.375,326,330,0.87
-4.375,49.375,315,315,0.78
-4.125,49.375,302,300,0.73
-3.875,49.375,290,285,0.70
-3.625,49.375,279,285,0.68
-3.375,49.375,268,270,0.69
-3.125,49.375,257,255,0.72
-2.875,49.375,251,255,0.76
-2.625,49.375,249,255,0.79
-2.375,49.375,247,240,0.82
-2.125,49.375,244,240,0.85
-1.875,49.375,243,240,0.81
-1.625,49.375,245,240,0.82
-1.375,49.375,246,240,0.87
-1.125,49.375,247,240,0.86
-0.875,49.375,248,255,0.85
-0.625,49.375,249,255,0.87
-0.375,49.375,251,255,0.89
-0.125,49.375,253,255,0.91
0.125,49.625,296,300,0.38
0.375,49.625,262,255,1.01
0.625,49.625,255,255,1.60
0.875,49.625,254,255,1.78
1.125,49.625,252,255,1.94
1.375,49.625,249,255,2.10
1.625,49.625,247,240,2.26
1.875,49.625,244,240,2.40
2.125,49.625,242,240,2.41
2.375,49.625,240,240,2.27
2.625,49.625,238,240,2.14
2.875,49.625,235,240,2.02
3.125,49.625,231,225,1.95
3.375,49.625,226,225,1.94
3.625,49.625,221,225,1.95
3.875,49.625,216,210,1.97
4.125,49.625,211,210,1.99
4.375,49.625,206,210,2.00
4.625,49.625,201,195,2.03
4.875,49.625,197,195,2.07
5.125,49.625,192,195,2.07
5.375,49.625,188,195,2.02
5.625,49.625,183,180,1.99
5.875,49.625,179,180,1.96
6.125,49.625,175,180,1.92
6.375,49.625,171,165,1.85
6.625,49.625,168,165,1.79
6.875,49.625,164,165,1.75
7.125,49.625,160,165,1.78
7.375,49.625,156,150,1.87
7.625,49.625,153,150,1.98
7.875,49.625,150,150,2.09
8.125,49.625,148,150,2.12
8.375,49.625,146,150,2.07
8.625,49.625,144,150,2.02
8.875,49.625,142,135,1.98
9.125,49.625,140,135,1.96
9.375,49.625,138,135,1.98
9.625,49.625,136,135,1.99
9.875,49.625,134,135,2.01
-9.875,49.625,33,30,5.74
-9.625,49.625,34,30,5.60
-9.375,49.625,34,30,5.47
-9.125,49.625,35,30,5.34
-8.875,49.625,35,30,5.20
-8.625,49.625,35,30,5.04
-8.375,49.625,35,30,4.88
-8.125,49.625,34,30,4.71
-7.875,49.625,34,30,4.52
-7.625,49.625,33,30,4.31
-7.375,49.625,33,30,4.10
-7.125,49.625,32,30,3.88
-6.875,49.625,30,30,3.66
-6.625,49.625,29,30,3.41
-6.375,49.625,27,30,3.17
-6.125,49.625,25,30,2.93
-5.875,49.625,23,30,2.66
-5.625,49.625,21,15,2.33
-5.375,49.625,16,15,1.96
-5.125,49.625,9,15,1.57
-4.875,49.625,4,0,1.28
-4.625,49.625,4,0,1.09
-4.375,49.625,3,0,0.92
-4.125,49.625,3,0,0.76
-3.875,49.625,2,0,0.61
-3.625,49.625,1,0,0.45
-3.375,49.625,359,360,0.30
-3.125,49.625,352,345,0.14
-2.875,49.625,325,330,0.05
-2.625,49.625,282,285,0.04
-2.375,49.625,238,240,0.06
-2.125,49.625,217,210,0.09
-1.875,49.625,211,210,0.09
-1.625,49.625,213,210,0.06
-1.375,49.625,215,210,0.03
-1.125,49.625,26,30,0.01
-0.875,49.625,2,0,0.05
-0.625,49.625,346,345,0.11
-0.375,49.625,341,345,0.18
-0.125,49.625,337,330,0.24
0.125,49.875,39,45,0.80
0.375,49.875,12,15,0.51
0.625,49.875,313,315,0.50
0.875,49.875,274,270,0.92
1.125,49.875,261,255,1.46
1.375,49.875,262,255,1.57
1.625,49.875,262,255,1.63
1.875,49.875,261,255,1.67
2.125,49.875,259,255,1.72
2.375,49.875,254,255,1.80
2.625,49.875,250,255,1.89
2.875,49.875,247,240,1.99
3.125,49.875,241,240,2.05
3.375,49.875,234,240,2.06
3.625,49.875,228,225,2.10
3.875,49.875,221,225,2.18
4.125,49.875,214,210,2.22
4.375,49.875,207,210,2.23
4.625,49.875,200,195,2.28
4.875,49.875,194,195,2.36
5.125,49.875,188,195,2.35
5.375,49.875,182,180,2.26
5.625,49.875,176,180,2.19
5.875,49.875,169,165,2.15
6.125,49.875,165,165,2.09
6.375,49.875,162,165,2.00
6.625,49.875,160,165,1.91
6.875,49.875,157,150,1.83
7.125,49.875,154,150,1.82
7.375,49.875,151,150,1.88
7.625,49.875,149,150,1.94
7.875,49.875,147,150,2.01
8.125,49.875,145,150,2.03
8.375,49.875,143,150,2.03
8.625,49.875,141,135,2.02
8.875,49.875,139,135,2.02
9.125,49.875,137,135,2.02
9.375,49.875,135,135,2.02
9.625,49.875,133,135,2.02
9.875,49.875,131,135,2.03
-9.875,49.875,34,30,5.99
-9.625,49.875,35,30,5.87
-9.375,49.875,36,30,5.75
-9.125,49.875,36,30,5.64
-8.875,49.875,37,30,5.51
-8.625,49.875,37,30,5.38
-8.375,49.875,37,30,5.25
-8.125,49.875,38,45,5.12
-7.875,49.875,38,45,4.97
-7.625,49.875,37,30,4.80
-7.375,49.875,37,30,4.64
-7.125,49.875,36,30,4.47
-6.875,49.875,35,30,4.30
-6.625,49.875,34,30,4.10
-6.375,49.875,32,30,3.90
-6.125,49.875,31,30,3.71
-5.875,49.875,30,30,3.46
-5.625,49.875,28,30,3.11
-5.375,49.875,25,30,2.66
-5.125,49.875,19,15,2.04
-4.875,49.875,17,15,1.58
-4.625,49.875,23,30,1.43
-4.375,49.875,28,30,1.35
-4.125,49.875,32,30,1.29
-3.875,49.875,37,30,1.21
-3.625,49.875,43,45,1.10
-3.375,49.875,51,45,1.00
-3.125,49.875,60,60,0.92
-2.875,49.875,67,60,0.89
-2.625,49.875,68,75,0.89
-2.375,49.875,70,75,0.89
-2.125,49.875,73,75,0.89
-1.875,49.875,73,75,0.88
-1.625,49.875,72,75,0.85
-1.375,49.875,71,75,0.82
-1.125,49.875,69,75,0.80
-0.875,49.875,64,60,0.78
-0.625,49.875,57,60,0.78
-0.375,49.875,50,45,0.79
-0.125,49.875,44,45,0.79
0.125,50.125,48,45,1.37
0.375,50.125,42,45,1.35
0.625,50.125,35,30,1.36
0.875,50.125,16,15,0.98
1.125,50.125,340,345,0.77
1.375,50.125,312,315,0.92
1.625,50.125,295,300,1.20
1.875,50.125,294,300,1.26
2.125,50.125,286,285,1.33
2.375,50.125,274,270,1.50
2.625,50.125,265,270,1.72
2.875,50.125,258,255,1.97
3.125,50.125,251,255,2.09
3.375,50.125,242,240,2.09
3.625,50.125,233,240,2.13
3.875,50.125,225,225,2.23
4.125,50.125,216,210,2.28
4.375,50.125,207,210,2.30
4.625,50.125,198,195,2.37
4.875,50.125,190,195,2.51
5.125,50.125,183,180,2.53
5.375,50.125,176,180,2.41
5.625,50.125,169,165,2.34
5.875,50.125,161,165,2.31
6.125,50.125,156,150,2.24
6.375,50.125,154,150,2.12
6.625,50.125,152,150,2.01
6.875,50.125,150,150,1.89
7.125,50.125,148,150,1.86
7.375,50.125,146,150,1.89
7.625,50.125,145,150,1.92
7.875,50.125,143,150,1.96
8.125,50.125,141,135,1.99
8.375,50.125,140,135,2.01
8.625,50.125,138,135,2.03
8.875,50.125,136,135,2.06
9.125,50.125,134,135,2.07
9.375,50.125,132,135,2.05
9.625,50.125,130,135,2.05
9.875,50.125,128,135,2.04
-9.875,50.125,35,30,6.22
-9.625,50.125,36,30,6.11
-9.375,50.125,37,30,6.01
-9.125,50.125,38,45,5.90
-8.875,50.125,38,45,5.80
-8.625,50.125,39,45,5.70
-8.375,50.125,40,45,5.60
-8.125,50.125,40,45,5.50
-7.875,50.125,40,45,5.39
-7.625,50.125,40,45,5.27
-7.375,50.125,40,45,5.16
-7.125,50.125,39,45,5.05
-6.875,50.125,38,45,4.92
-6.625,50.125,37,30,4.77
-6.375,50.125,36,30,4.62
-6.125,50.125,35,30,4.46
-5.875,50.125,34,30,4.29
-5.625,50.125,33,30,4.08
-5.375,50.125,32,30,3.56
-5.125,50.125,30,30,2.91
-4.875,50.125,31,30,2.49
-4.625,50.125,36,30,2.21
-4.375,50.125,39,45,2.02
-4.125,50.125,42,45,1.92
-3.875,50.125,45,45,1.84
-3.625,50.125,50,45,1.77
-3.375,50.125,57,60,1.74
-3.125,50.125,64,60,1.70
-2.875,50.125,68,75,1.69
-2.625,50.125,69,75,1.70
-2.375,50.125,70,75,1.72
-2.125,50.125,71,75,1.74
-1.875,50.125,71,75,1.71
-1.625,50.125,70,75,1.64
-1.375,50.125,70,75,1.56
-1.125,50.125,69,75,1.49
-0.875,50.125,66,60,1.44
-0.625,50.125,61,60,1.42
-0.375,50.125,57,60,1.40
-0.125,50.125,53,60,1.39
0.125,50.375,48,45,1.67
0.375,50.375,40,45,1.72
0.625,50.375,34,30,1.79
0.875,50.375,28,30,1.87
1.125,50.375,25,30,1.88
1.375,50.375,4,0,1.39
1.625,50.375,328,330,1.24
1.875,50.375,323,330,1.24
2.125,50.375,313,315,1.22
2.375,50.375,296,300,1.25
2.625,50.375,281,285,1.39
2.875,50.375,269,270,1.61
3.125,50.375,259,255,1.68
